sku,name,description,category,price,stock,rating,image_url
SKU-03551,VergeSupply Glow-in-the-Dark Science Kit,"Glow-in-the-Dark science kit from VergeSupply. Premium quality, designed for everyday use.",Toys & Games,9.69,171,4.6,https://picsum.photos/seed/SKU-03551/400/400
SKU-03492,HyperWorks Cooperative Card Game,"Cooperative card game from HyperWorks. Premium quality, designed for everyday use.",Toys & Games,194.30,266,4.1,https://picsum.photos/seed/SKU-03492/400/400
SKU-03870,HaloEdition Wooden Puzzle,"Wooden puzzle from HaloEdition. Premium quality, designed for everyday use.",Toys & Games,132.88,365,3.9,https://picsum.photos/seed/SKU-03870/400/400
SKU-02957,LuminCo Insulated Running Shoes,"Insulated running shoes from LuminCo. Premium quality, designed for everyday use.",Sports & Outdoors,1328.27,41,3.9,https://picsum.photos/seed/SKU-02957/400/400
SKU-03698,CrestStudio Classic Card Game,"Classic card game from CrestStudio. Premium quality, designed for everyday use.",Toys & Games,136.32,104,4.5,https://picsum.photos/seed/SKU-03698/400/400
SKU-09885,LoomCo Beginner-Friendly Microphone,"Beginner-Friendly microphone from LoomCo. Premium quality, designed for everyday use.",Music,668.94,44,4.2,https://picsum.photos/seed/SKU-09885/400/400
SKU-03626,StellarLab Award-Winning Action Figure,"Award-Winning action figure from StellarLab. Premium quality, designed for everyday use.",Toys & Games,184.99,12,4.4,https://picsum.photos/seed/SKU-03626/400/400
SKU-00192,LoomStudio Wireless Speaker,"Wireless speaker from LoomStudio. Premium quality, designed for everyday use.",Electronics,460.79,237,3.7,https://picsum.photos/seed/SKU-00192/400/400
SKU-08310,EliteOriginals Insulated Workbench,"Insulated workbench from EliteOriginals. Premium quality, designed for everyday use.",Tools & Hardware,581.61,8,4.0,https://picsum.photos/seed/SKU-08310/400/400
SKU-07352,EliteGoods Sugar-Free Electrolyte Drink,"Sugar-Free electrolyte drink from EliteGoods. Premium quality, designed for everyday use.",Health,16.20,384,3.5,https://picsum.photos/seed/SKU-07352/400/400
SKU-03893,QuillTech Cooperative Card Game,"Cooperative card game from QuillTech. Premium quality, designed for everyday use.",Toys & Games,178.19,40,3.4,https://picsum.photos/seed/SKU-03893/400/400
SKU-03689,HaloOriginals Classic Drone Kit,"Classic drone kit from HaloOriginals. Premium quality, designed for everyday use.",Toys & Games,172.60,344,3.4,https://picsum.photos/seed/SKU-03689/400/400
SKU-08058,LoomOriginals Magnetic Wrench Set,"Magnetic wrench set from LoomOriginals. Premium quality, designed for everyday use.",Tools & Hardware,463.96,61,4.1,https://picsum.photos/seed/SKU-08058/400/400
SKU-03041,HyperGoods Waterproof Bike Helmet,"Waterproof bike helmet from HyperGoods. Premium quality, designed for everyday use.",Sports & Outdoors,844.72,176,4.7,https://picsum.photos/seed/SKU-03041/400/400
SKU-08259,LoomEdition Ratcheting Saw Blade,"Ratcheting saw blade from LoomEdition. Premium quality, designed for everyday use.",Tools & Hardware,708.85,102,4.7,https://picsum.photos/seed/SKU-08259/400/400
SKU-00823,VergeGoods Practical Handbook,"Practical handbook from VergeGoods. Premium quality, designed for everyday use.",Books,52.67,464,3.5,https://picsum.photos/seed/SKU-00823/400/400
SKU-09635,HaloWorks Studio Keyboard,"Studio keyboard from HaloWorks. Premium quality, designed for everyday use.",Music,615.58,30,3.1,https://picsum.photos/seed/SKU-09635/400/400
SKU-09288,ForgeCo Terracotta Pruning Shears,"Terracotta pruning shears from ForgeCo. Premium quality, designed for everyday use.",Garden,104.23,15,3.5,https://picsum.photos/seed/SKU-09288/400/400
SKU-04146,CrestLab Refreshing Sunscreen,"Refreshing sunscreen from CrestLab. Premium quality, designed for everyday use.",Beauty,133.44,349,4.7,https://picsum.photos/seed/SKU-04146/400/400
SKU-02709,StellarStudio Lightweight Yoga Mat,"Lightweight yoga mat from StellarStudio. Premium quality, designed for everyday use.",Sports & Outdoors,1003.41,157,3.9,https://picsum.photos/seed/SKU-02709/400/400
SKU-04321,HyperBrand Fragrance-Free Sunscreen,"Fragrance-Free sunscreen from HyperBrand. Premium quality, designed for everyday use.",Beauty,136.07,166,3.2,https://picsum.photos/seed/SKU-04321/400/400
SKU-03024,EliteTech Lightweight Backpack,"Lightweight backpack from EliteTech. Premium quality, designed for everyday use.",Sports & Outdoors,287.60,123,4.3,https://picsum.photos/seed/SKU-03024/400/400
SKU-09679,AeroTech Beginner-Friendly Guitar,"Beginner-Friendly guitar from AeroTech. Premium quality, designed for everyday use.",Music,451.75,78,3.7,https://picsum.photos/seed/SKU-09679/400/400
SKU-08256,ForgeOriginals Forged Wrench Set,"Forged wrench set from ForgeOriginals. Premium quality, designed for everyday use.",Tools & Hardware,686.86,171,3.7,https://picsum.photos/seed/SKU-08256/400/400
SKU-09147,HaloSupply Decorative Lawn Mower,"Decorative lawn mower from HaloSupply. Premium quality, designed for everyday use.",Garden,293.77,81,4.3,https://picsum.photos/seed/SKU-09147/400/400
SKU-07575,HyperLab Daily Fish Oil,"Daily fish oil from HyperLab. Premium quality, designed for everyday use.",Health,41.29,85,4.1,https://picsum.photos/seed/SKU-07575/400/400
SKU-06911,ApexOriginals OEM-Spec Tire Inflator,"OEM-Spec tire inflator from ApexOriginals. Premium quality, designed for everyday use.",Automotive,418.77,48,3.6,https://picsum.photos/seed/SKU-06911/400/400
SKU-02213,CrestGoods Multi-Use Mixer,"Multi-Use mixer from CrestGoods. Premium quality, designed for everyday use.",Home & Kitchen,384.72,238,4.9,https://picsum.photos/seed/SKU-02213/400/400
SKU-06892,AeroWorks Universal-Fit Engine Oil,"Universal-Fit engine oil from AeroWorks. Premium quality, designed for everyday use.",Automotive,482.55,101,4.2,https://picsum.photos/seed/SKU-06892/400/400
SKU-03090,RidgeLab All-Terrain Backpack,"All-Terrain backpack from RidgeLab. Premium quality, designed for everyday use.",Sports & Outdoors,213.18,34,3.4,https://picsum.photos/seed/SKU-03090/400/400
SKU-05298,EliteWorks Stone-Ground Honey,"Stone-Ground honey from EliteWorks. Premium quality, designed for everyday use.",Grocery,46.08,510,4.3,https://picsum.photos/seed/SKU-05298/400/400
SKU-01569,HyperGoods Stretch Sweater,"Stretch sweater from HyperGoods. Premium quality, designed for everyday use.",Clothing,169.38,395,4.5,https://picsum.photos/seed/SKU-01569/400/400
SKU-03455,LuminSupply Family Action Figure,"Family action figure from LuminSupply. Premium quality, designed for everyday use.",Toys & Games,167.85,103,3.5,https://picsum.photos/seed/SKU-03455/400/400
SKU-05990,LuminEdition Quick-Dry Calculator,"Quick-Dry calculator from LuminEdition. Premium quality, designed for everyday use.",Office Supplies,182.13,213,4.2,https://picsum.photos/seed/SKU-05990/400/400
SKU-02917,ApexSupply Anti-Slip Running Shoes,"Anti-Slip running shoes from ApexSupply. Premium quality, designed for everyday use.",Sports & Outdoors,677.23,155,4.1,https://picsum.photos/seed/SKU-02917/400/400
SKU-01584,OnyxStudio Premium Sneakers,"Premium sneakers from OnyxStudio. Premium quality, designed for everyday use.",Clothing,11.00,232,3.1,https://picsum.photos/seed/SKU-01584/400/400
SKU-04511,LuminEdition Vegan Moisturizer,"Vegan moisturizer from LuminEdition. Premium quality, designed for everyday use.",Beauty,75.20,188,4.4,https://picsum.photos/seed/SKU-04511/400/400
SKU-03966,HyperStudio Deluxe Doll House,"Deluxe doll house from HyperStudio. Premium quality, designed for everyday use.",Toys & Games,5.09,186,4.5,https://picsum.photos/seed/SKU-03966/400/400
SKU-09696,VergeStudio Dual-Driver Drum Kit,"Dual-Driver drum kit from VergeStudio. Premium quality, designed for everyday use.",Music,1292.98,39,3.5,https://picsum.photos/seed/SKU-09696/400/400
SKU-09115,LuminStudio Ergonomic Pruning Shears,"Ergonomic pruning shears from LuminStudio. Premium quality, designed for everyday use.",Garden,569.15,61,4.7,https://picsum.photos/seed/SKU-09115/400/400
SKU-04729,QuillStudio Stone-Ground Salsa,"Stone-Ground salsa from QuillStudio. Premium quality, designed for everyday use.",Grocery,49.25,475,4.3,https://picsum.photos/seed/SKU-04729/400/400
SKU-08393,LoomLab Precision Sander,"Precision sander from LoomLab. Premium quality, designed for everyday use.",Tools & Hardware,57.86,7,4.5,https://picsum.photos/seed/SKU-08393/400/400
SKU-06216,HaloTech Durable Bird Cage,"Durable bird cage from HaloTech. Premium quality, designed for everyday use.",Pet Supplies,284.45,116,4.5,https://picsum.photos/seed/SKU-06216/400/400
SKU-06337,ForgeLab Durable Leash,"Durable leash from ForgeLab. Premium quality, designed for everyday use.",Pet Supplies,199.66,224,4.1,https://picsum.photos/seed/SKU-06337/400/400
SKU-06596,VortexBrand Interactive Bird Cage,"Interactive bird cage from VortexBrand. Premium quality, designed for everyday use.",Pet Supplies,67.86,223,4.2,https://picsum.photos/seed/SKU-06596/400/400
SKU-00111,EliteSupply 4K Speaker,"4K speaker from EliteSupply. Premium quality, designed for everyday use.",Electronics,597.72,300,4.3,https://picsum.photos/seed/SKU-00111/400/400
SKU-02766,VergeSupply Quick-Dry Bike Helmet,"Quick-Dry bike helmet from VergeSupply. Premium quality, designed for everyday use.",Sports & Outdoors,1177.16,140,5.0,https://picsum.photos/seed/SKU-02766/400/400
SKU-08128,NovaCo Ratcheting Saw Blade,"Ratcheting saw blade from NovaCo. Premium quality, designed for everyday use.",Tools & Hardware,181.78,144,4.0,https://picsum.photos/seed/SKU-08128/400/400
SKU-02523,NovaLab Stainless-Steel Mixer,"Stainless-Steel mixer from NovaLab. Premium quality, designed for everyday use.",Home & Kitchen,201.63,201,4.5,https://picsum.photos/seed/SKU-02523/400/400
SKU-05908,LoomSupply Wireless Folder Pack,"Wireless folder pack from LoomSupply. Premium quality, designed for everyday use.",Office Supplies,193.42,358,3.1,https://picsum.photos/seed/SKU-05908/400/400
SKU-05411,VergeEdition Refillable Folder Pack,"Refillable folder pack from VergeEdition. Premium quality, designed for everyday use.",Office Supplies,36.58,50,4.4,https://picsum.photos/seed/SKU-05411/400/400
SKU-05997,RidgeTech Refillable Paper Shredder,"Refillable paper shredder from RidgeTech. Premium quality, designed for everyday use.",Office Supplies,70.32,162,3.1,https://picsum.photos/seed/SKU-05997/400/400
SKU-09603,PulseOriginals Custom-Tuned Ukulele,"Custom-Tuned ukulele from PulseOriginals. Premium quality, designed for everyday use.",Music,2182.21,33,4.5,https://picsum.photos/seed/SKU-09603/400/400
SKU-05594,VortexSupply Heavy-Duty Sticky Notes,"Heavy-Duty sticky notes from VortexSupply. Premium quality, designed for everyday use.",Office Supplies,70.88,430,4.0,https://picsum.photos/seed/SKU-05594/400/400
SKU-01881,LuminTech Vintage Jacket,"Vintage jacket from LuminTech. Premium quality, designed for everyday use.",Clothing,83.81,114,3.5,https://picsum.photos/seed/SKU-01881/400/400
SKU-07611,CrestLab Chewable Probiotic,"Chewable probiotic from CrestLab. Premium quality, designed for everyday use.",Health,53.04,286,3.2,https://picsum.photos/seed/SKU-07611/400/400
SKU-01501,LuminTech Waterproof Scarf,"Waterproof scarf from LuminTech. Premium quality, designed for everyday use.",Clothing,15.05,103,4.8,https://picsum.photos/seed/SKU-01501/400/400
SKU-02900,ApexLab Waterproof Yoga Mat,"Waterproof yoga mat from ApexLab. Premium quality, designed for everyday use.",Sports & Outdoors,733.36,171,4.9,https://picsum.photos/seed/SKU-02900/400/400
SKU-00459,HaloLab Noise-Cancelling Headphones,"Noise-Cancelling headphones from HaloLab. Premium quality, designed for everyday use.",Electronics,1054.23,149,4.5,https://picsum.photos/seed/SKU-00459/400/400
SKU-09178,VortexBrand Decorative Soil Bag,"Decorative soil bag from VortexBrand. Premium quality, designed for everyday use.",Garden,25.82,39,3.1,https://picsum.photos/seed/SKU-09178/400/400
SKU-09294,QuillWorks Ergonomic Lawn Mower,"Ergonomic lawn mower from QuillWorks. Premium quality, designed for everyday use.",Garden,372.13,146,4.1,https://picsum.photos/seed/SKU-09294/400/400
SKU-08763,LuminBrand Stainless Pruning Shears,"Stainless pruning shears from LuminBrand. Premium quality, designed for everyday use.",Garden,327.04,35,4.8,https://picsum.photos/seed/SKU-08763/400/400
SKU-03875,PulseBrand Classic Action Figure,"Classic action figure from PulseBrand. Premium quality, designed for everyday use.",Toys & Games,82.39,175,4.3,https://picsum.photos/seed/SKU-03875/400/400
SKU-02468,HaloStudio Cordless Pan,"Cordless pan from HaloStudio. Premium quality, designed for everyday use.",Home & Kitchen,497.11,82,3.7,https://picsum.photos/seed/SKU-02468/400/400
SKU-01515,RidgeTech Premium Cap,"Premium cap from RidgeTech. Premium quality, designed for everyday use.",Clothing,204.57,384,4.6,https://picsum.photos/seed/SKU-01515/400/400
SKU-06104,StellarSupply Lightweight Chew Toy,"Lightweight chew toy from StellarSupply. Premium quality, designed for everyday use.",Pet Supplies,20.98,82,3.8,https://picsum.photos/seed/SKU-06104/400/400
SKU-03417,PulseSupply Mini RC Car,"Mini rc car from PulseSupply. Premium quality, designed for everyday use.",Toys & Games,144.02,135,3.5,https://picsum.photos/seed/SKU-03417/400/400
SKU-01867,RidgeGoods Waterproof Dress,"Waterproof dress from RidgeGoods. Premium quality, designed for everyday use.",Clothing,195.37,287,3.9,https://picsum.photos/seed/SKU-01867/400/400
SKU-02750,LuminSupply Carbon Climbing Rope,"Carbon climbing rope from LuminSupply. Premium quality, designed for everyday use.",Sports & Outdoors,779.26,144,3.0,https://picsum.photos/seed/SKU-02750/400/400
SKU-08139,ForgeGoods Cordless Sander,"Cordless sander from ForgeGoods. Premium quality, designed for everyday use.",Tools & Hardware,300.94,194,4.3,https://picsum.photos/seed/SKU-08139/400/400
SKU-09914,ForgeGoods Custom-Tuned Guitar Strings,"Custom-Tuned guitar strings from ForgeGoods. Premium quality, designed for everyday use.",Music,47.59,5,4.2,https://picsum.photos/seed/SKU-09914/400/400
SKU-06690,EliteSupply Heavy-Duty Cleaning Kit,"Heavy-Duty cleaning kit from EliteSupply. Premium quality, designed for everyday use.",Automotive,275.87,156,3.8,https://picsum.photos/seed/SKU-06690/400/400
SKU-09457,NovaGoods Pro-Grade Keyboard,"Pro-Grade keyboard from NovaGoods. Premium quality, designed for everyday use.",Music,1806.31,55,4.2,https://picsum.photos/seed/SKU-09457/400/400
SKU-04884,OnyxEdition Stone-Ground Tea,"Stone-Ground tea from OnyxEdition. Premium quality, designed for everyday use.",Grocery,31.37,248,5.0,https://picsum.photos/seed/SKU-04884/400/400
SKU-02780,LoomStudio Pro-Grade Sleeping Bag,"Pro-Grade sleeping bag from LoomStudio. Premium quality, designed for everyday use.",Sports & Outdoors,860.92,117,4.9,https://picsum.photos/seed/SKU-02780/400/400
SKU-01962,EliteBrand Slim-Fit Cap,"Slim-Fit cap from EliteBrand. Premium quality, designed for everyday use.",Clothing,57.38,297,4.2,https://picsum.photos/seed/SKU-01962/400/400
SKU-05922,AeroTech Refillable Folder Pack,"Refillable folder pack from AeroTech. Premium quality, designed for everyday use.",Office Supplies,118.66,246,4.0,https://picsum.photos/seed/SKU-05922/400/400
SKU-07265,ZenithBrand Synthetic Jumper Cables,"Synthetic jumper cables from ZenithBrand. Premium quality, designed for everyday use.",Automotive,152.90,59,3.8,https://picsum.photos/seed/SKU-07265/400/400
SKU-09889,PulseBrand Beginner-Friendly Guitar,"Beginner-Friendly guitar from PulseBrand. Premium quality, designed for everyday use.",Music,115.14,23,3.4,https://picsum.photos/seed/SKU-09889/400/400
SKU-06503,CrestGoods Portable Dog Food,"Portable dog food from CrestGoods. Premium quality, designed for everyday use.",Pet Supplies,210.12,189,3.6,https://picsum.photos/seed/SKU-06503/400/400
SKU-01863,RidgeBrand Cotton Jacket,"Cotton jacket from RidgeBrand. Premium quality, designed for everyday use.",Clothing,29.51,390,4.9,https://picsum.photos/seed/SKU-01863/400/400
SKU-09373,OnyxOriginals Travel-Size Keyboard,"Travel-Size keyboard from OnyxOriginals. Premium quality, designed for everyday use.",Music,1405.64,56,3.6,https://picsum.photos/seed/SKU-09373/400/400
SKU-02862,HyperLab Quick-Dry Tent,"Quick-Dry tent from HyperLab. Premium quality, designed for everyday use.",Sports & Outdoors,1478.14,173,4.1,https://picsum.photos/seed/SKU-02862/400/400
SKU-08035,ForgeTech Forged Sander,"Forged sander from ForgeTech. Premium quality, designed for everyday use.",Tools & Hardware,70.35,78,4.6,https://picsum.photos/seed/SKU-08035/400/400
SKU-00346,AeroBrand Portable Drone,"Portable drone from AeroBrand. Premium quality, designed for everyday use.",Electronics,1098.61,109,3.8,https://picsum.photos/seed/SKU-00346/400/400
SKU-00527,CrestCo Compact Drone,"Compact drone from CrestCo. Premium quality, designed for everyday use.",Electronics,898.71,142,4.8,https://picsum.photos/seed/SKU-00527/400/400
